0.000000000000e+00,-3.140000000000e-01
5.611222444890e-09,-2.700000000000e-01
1.122244488978e-08,-2.880000000000e-01
1.683366733467e-08,-2.880000000000e-01
2.244488977956e-08,-2.880000000000e-01
2.805611222445e-08,-2.880000000000e-01
3.366733466934e-08,-2.880000000000e-01
3.927855711423e-08,-2.860000000000e-01
4.488977955912e-08,-2.800000000000e-01
5.050100200401e-08,-2.880000000000e-01
5.611222444890e-08,-2.880000000000e-01
6.172344689379e-08,4.400000000000e-02
6.733466933868e-08,4.200000000000e-02
7.294589178357e-08,4.400000000000e-02
7.855711422846e-08,4.200000000000e-02
8.416833667335e-08,4.600000000000e-02
8.977955911824e-08,4.800000000000e-02
9.539078156313e-08,4.800000000000e-02
1.010020040080e-07,4.800000000000e-02
1.066132264529e-07,5.000000000000e-02
1.122244488978e-07,4.600000000000e-02
1.178356713427e-07,5.000000000000e-02
1.234468937876e-07,4.600000000000e-02
1.290581162325e-07,4.800000000000e-02
1.346693386774e-07,4.200000000000e-02
1.402805611222e-07,4.200000000000e-02
1.458917835671e-07,4.000000000000e-02
1.515030060120e-07,4.000000000000e-02
1.571142284569e-07,3.600000000000e-02
1.627254509018e-07,3.800000000000e-02
1.683366733467e-07,3.600000000000e-02
1.739478957916e-07,3.600000000000e-02
1.795591182365e-07,3.400000000000e-02
1.851703406814e-07,3.600000000000e-02
1.907815631263e-07,3.600000000000e-02
1.963927855711e-07,3.800000000000e-02
2.020040080160e-07,4.200000000000e-02
2.076152304609e-07,4.200000000000e-02
2.132264529058e-07,4.400000000000e-02
2.188376753507e-07,4.600000000000e-02
2.244488977956e-07,5.000000000000e-02
2.300601202405e-07,5.200000000000e-02
2.356713426854e-07,5.400000000000e-02
2.412825651303e-07,5.400000000000e-02
2.468937875752e-07,5.800000000000e-02
2.525050100200e-07,5.800000000000e-02
2.581162324649e-07,5.600000000000e-02
2.637274549098e-07,5.600000000000e-02
2.693386773547e-07,5.200000000000e-02
2.749498997996e-07,5.200000000000e-02
2.805611222445e-07,4.800000000000e-02
2.861723446894e-07,4.800000000000e-02
2.917835671343e-07,4.200000000000e-02
2.973947895792e-07,4.000000000000e-02
3.030060120240e-07,3.600000000000e-02
3.086172344689e-07,3.600000000000e-02
3.142284569138e-07,3.400000000000e-02
3.198396793587e-07,3.400000000000e-02
3.254509018036e-07,3.400000000000e-02
3.310621242485e-07,3.400000000000e-02
3.366733466934e-07,3.600000000000e-02
3.422845691383e-07,3.800000000000e-02
3.478957915832e-07,4.200000000000e-02
3.535070140281e-07,4.200000000000e-02
3.591182364729e-07,4.600000000000e-02
3.647294589178e-07,4.600000000000e-02
3.703406813627e-07,5.000000000000e-02
3.759519038076e-07,5.200000000000e-02
3.815631262525e-07,5.000000000000e-02
3.871743486974e-07,5.200000000000e-02
3.927855711423e-07,5.000000000000e-02
3.983967935872e-07,5.200000000000e-02
4.040080160321e-07,4.800000000000e-02
4.096192384770e-07,4.800000000000e-02
4.152304609218e-07,4.400000000000e-02
4.208416833667e-07,4.600000000000e-02
4.264529058116e-07,4.200000000000e-02
4.320641282565e-07,4.000000000000e-02
4.376753507014e-07,3.800000000000e-02
4.432865731463e-07,3.800000000000e-02
4.488977955912e-07,3.600000000000e-02
4.545090180361e-07,3.600000000000e-02
4.601202404810e-07,3.600000000000e-02
4.657314629259e-07,3.800000000000e-02
4.713426853707e-07,3.800000000000e-02
4.769539078156e-07,4.000000000000e-02
4.825651302605e-07,3.800000000000e-02
4.881763527054e-07,4.200000000000e-02
4.937875751503e-07,4.000000000000e-02
4.993987975952e-07,4.400000000000e-02
5.050100200401e-07,4.600000000000e-02
5.106212424850e-07,4.800000000000e-02
5.162324649299e-07,4.600000000000e-02
5.218436873747e-07,4.800000000000e-02
5.274549098196e-07,5.000000000000e-02
5.330661322645e-07,5.000000000000e-02
5.386773547094e-07,4.600000000000e-02
5.442885771543e-07,4.800000000000e-02
5.498997995992e-07,4.400000000000e-02
5.555110220441e-07,4.600000000000e-02
5.611222444890e-07,4.200000000000e-02
5.667334669339e-07,4.400000000000e-02
5.723446893788e-07,4.000000000000e-02
5.779559118236e-07,4.200000000000e-02
5.835671342685e-07,4.000000000000e-02
5.891783567134e-07,4.200000000000e-02
5.947895791583e-07,4.000000000000e-02
6.004008016032e-07,4.000000000000e-02
6.060120240481e-07,4.400000000000e-02
6.116232464930e-07,4.200000000000e-02
6.172344689379e-07,4.200000000000e-02
6.228456913828e-07,4.400000000000e-02
6.284569138277e-07,4.400000000000e-02
6.340681362725e-07,4.200000000000e-02
6.396793587174e-07,4.600000000000e-02
6.452905811623e-07,4.400000000000e-02
